Long-term drift test started. Press Ctrl+C to stop.
TSC available: true

     sec       static(ns)       online(ns)   st_std(ns)   on_std(ns)     st_drift       st_ppm     on_drift       on_ppm
     657     657099747495     657099780317 657099814394 657099814524       -66899    -0.101809       -34207    -0.052058
     658     658099842411     658099993138 658099909422 658099909993       -67011    -0.101825        83145     0.126341
     659     659099974347     659099975174 659100041440 659100041590       -67093    -0.101795       -66416    -0.100768
     660     660100077969     660100104798 660100145174 660100145324       -67205    -0.101810       -40526    -0.061394
     661     661100150895     661100258969 661100218201 661100218502       -67306    -0.101809        40467     0.061212
     662     662100284594     662100405956 662100352003 662100352323       -67409    -0.101811        53633     0.081004
     663     663100391112     663100389647 663100458634 663100458774       -67522    -0.101828       -69127    -0.104248
     664     664100494514     664100520472 664100562129 664100562269       -67615    -0.101814       -41797    -0.062938
     665     665100628042     665100680896 665100695769 665100695979       -67727    -0.101830       -15083    -0.022678
     666     666100713802     666100762094 666100781630 666100781770       -67828    -0.101828       -19676    -0.029539
     667     667100796465     667100865545 667100864385 667100864515       -67920    -0.101814         1030     0.001544
     668     668100911880     668101004976 668100979913 668100980264       -68033    -0.101830        24712     0.036988
     669     669101039758     669101086138 669101107883 669101108013       -68125    -0.101816       -21875    -0.032693
     670     670101155132     670101292324 670101223370 670101223560       -68238    -0.101832        68764     0.102617
     671     671101261099     671101297371 671101329440 671101329610       -68341    -0.101834       -32239    -0.048039
     672     672101353902     672101400213 672101422334 672101422524       -68432    -0.101818       -22311    -0.033196
     673     673101440623     673101490497 673101509157 673101509287       -68534    -0.101818       -18790    -0.027916
     674     674101525260     674101603971 674101593896 674101594136       -68636    -0.101818         9835     0.014590
     675     675101621760     675101781931 675101690497 675101690818       -68737    -0.101817        91113     0.134962
     676     676101745880     676101763227 676101814729 676101814859       -68849    -0.101832       -51632    -0.076367
     677     677101833223     677101876582 677101902164 677101902305       -68941    -0.101818       -25723    -0.037990
     678     678101920996     678101974940 678101990051 678101990181       -69055    -0.101836       -15241    -0.022476
     679     679102028005     679102090447 679102097161 679102097302       -69156    -0.101834        -6855    -0.010094
     680     680102133451     680102198966 680102202710 680102202860       -69259    -0.101836        -3894    -0.005726
     681     681102222156     681102289344 681102291507 681102291657       -69351    -0.101822        -2313    -0.003396
     682     682102315479     682102507754 682102384933 682102385293       -69454    -0.101823       122461     0.179535
     683     683102432176     683102497996 683102501732 683102501892       -69556    -0.101824        -3896    -0.005703
     684     684102519118     684102535342 684102588795 684102588926       -69677    -0.101852       -53584    -0.078327
     685     685102603294     685102638269 685102673064 685102673195       -69770    -0.101839       -34926    -0.050979
     686     686102690576     686102750158 686102760448 686102760609       -69872    -0.101839       -10451    -0.015232
     687     687102778229     687102863569 687102848203 687102848364       -69974    -0.101839        15205     0.022129
     688     688102889716     688102936779 688102959793 688102959914       -70077    -0.101841       -23135    -0.033621
     689     689102981808     689103125139 689103051975 689103052506       -70167    -0.101824        72633     0.105402
     690     690103109134     690103136847 690103179414 690103179545       -70280    -0.101840       -42698    -0.061872
     691     691103199292     691103249454 691103269675 691103269815       -70383    -0.101842       -20361    -0.029462
     692     692103294499     692103440416 692103364985 692103365266       -70486    -0.101843        75150     0.108582
     693     693103418510     693103533119 693103489088 693103490140       -70578    -0.101829        42979     0.062009
     694     694103577956     694103601152 694103648657 694103648807       -70701    -0.101859       -47655    -0.068657
     695     695103671731     695103763346 695103742524 695103742724       -70793    -0.101845        20622     0.029668
     696     696103781164     696103812732 696103852039 696103852390       -70875    -0.101817       -39658    -0.056971
     697     697103913110     697103954483 697103984106 697103984366       -70996    -0.101844       -29883    -0.042867
     698     698104043412     698104157227 698104114510 698104114841       -71098    -0.101844        42386     0.060716
     699     699104165439     699104202513 699104236641 699104236972       -71202    -0.101847       -34459    -0.049290
     700     700104272808     700104321031 700104344114 700104344264       -71306    -0.101851       -23233    -0.033185
     701     701104359720     701104416766 701104431126 701104431266       -71406    -0.101848       -14500    -0.020682
     702     702104471267     702104578425 702104542775 702104542995       -71508    -0.101848        35430     0.050463
     703     703104570412     703104613928 703104642022 703104642142       -71610    -0.101848       -28214    -0.040128
     704     704104669466     704104935393 704104741169 704104741569       -71703    -0.101836       193824     0.275277
     705     705104813624     705104834080 705104885429 705104885790       -71805    -0.101836       -51710    -0.073337
     706     706104937384     706104944583 706105009301 706105009471       -71917    -0.101850       -64888    -0.091896
     707     707105039384     707105289389 707105111411 707105111801       -72027    -0.101862       177588     0.251148
     708     708105260496     708105292843 708105332605 708105332755       -72109    -0.101834       -39912    -0.056364
     709     709105370500     709105385044 709105442711 709105443061       -72211    -0.101834       -58017    -0.081817
     710     710105470646     710105459890 710105542968 710105543088       -72322    -0.101847       -83198    -0.117163
     711     711105574780     711105605314 711105647194 711105647334       -72414    -0.101833       -42020    -0.059091
     712     712105659507     712105728966 712105732033 712105732163       -72526    -0.101847        -3197    -0.004490
     713     713105762028     713105801804 713105834655 713105834785       -72627    -0.101846       -32981    -0.046250
     714     714105848378     714105909680 714105921107 714105921248       -72729    -0.101846       -11568    -0.016199
     715     715106328453     715106388465 715106401273 715106401403       -72820    -0.101831       -12938    -0.018092
     716     716106430202     716106509436 716106503123 716106503284       -72921    -0.101830         6152     0.008591
     717     717107428492     717107491333 717107501507 717107501637       -73015    -0.101819       -10304    -0.014369
     718     718107537034     718107603233 718107610158 718107610288       -73124    -0.101829        -7055    -0.009824
     719     719107712681     719107855096 719107785906 719107786046       -73225    -0.101828        69050     0.096022
     720     720107811515     720107850530 720107884842 720107884972       -73327    -0.101828       -34442    -0.047829
     721     721107935415     721108769894 721108008854 721108009455       -73439    -0.101842       760439     1.054542
     722     722108451076     722108283819 722108524599 722108524839       -73523    -0.101817      -241020    -0.333773
     723     723108597889     723108539246 723108671522 723108671822       -73633    -0.101828      -132576    -0.183342
     724     724108718033     724108637996 724108791769 724108792380       -73736    -0.101830      -154384    -0.213206
     725     725108825533     725108791692 725108899382 725108899512       -73849    -0.101845      -107820    -0.148695
     726     726108940687     726109000967 726109014638 726109014879       -73951    -0.101846       -13912    -0.019160
     727     727109058666     727109089854 727109132709 727109132889       -74043    -0.101832       -43035    -0.059186
     728     728109119499     728109101563 728109193653 728109193813       -74154    -0.101845       -92250    -0.126698
     729     729109228221     729109321438 729109302468 729109302648       -74247    -0.101832        18790     0.025771
     730     730109333557     730109413486 730109407905 730109408055       -74348    -0.101831         5431     0.007439
     731     731109436088     731109491384 731109510538 731109510679       -74450    -0.101832       -19295    -0.026391
     732     732109533228     732109593452 732109607782 732109607902       -74554    -0.101834       -14450    -0.019737
     733     733109629948     733109695365 733109704612 733109704732       -74664    -0.101846        -9367    -0.012777
     734     734109712702     734109787522 734109787456 734109787607       -74754    -0.101829          -85    -0.000116
     735     735109889831     735109961696 735109964698 735109964829       -74867    -0.101845        -3133    -0.004262
     736     736109972846     736110072645 736110047806 736110047956       -74960    -0.101833        24689     0.033540
     737     737110077310     737110121325 737110152373 737110152653       -75063    -0.101834       -31328    -0.042501
     738     738110185752     738110297233 738110260915 738110261406       -75163    -0.101832        35827     0.048539
     739     739110302559     739110376730 739110377835 739110378056       -75276    -0.101847        -1326    -0.001794
     740     740110404398     740110467395 740110479765 740110479896       -75367    -0.101832       -12501    -0.016891
     741     741110510936     741110605453 741110586397 741110586547       -75461    -0.101822        18906     0.025510
     742     742110614058     742110680891 742110689641 742110689781       -75583    -0.101849        -8890    -0.011979
     743     743110719163     743110789552 743110794847 743110795158       -75684    -0.101848        -5606    -0.007544
     744     744110831452     744111094568 744110907228 744110907418       -75776    -0.101834       187150     0.251508
     745     745110956435     745110996793 745111032323 745111032754       -75888    -0.101848       -35961    -0.048263
     746     746111062151     746111084181 746111138132 746111138322       -75981    -0.101836       -54141    -0.072564
     747     747111149073     747111186651 747111225166 747111225306       -76093    -0.101850       -38655    -0.051739
     748     748111250862     748111422383 748111327068 748111327519       -76206    -0.101865        94864     0.126805
     749     749111382366     749111519767 749111458665 749111458976       -76299    -0.101853        60791     0.081151
     750     750111510024     750111546485 750111586384 750111586665       -76360    -0.101798       -40180    -0.053565
     751     751111630899     751111629783 751111707401 751111707531       -76502    -0.101852       -77748    -0.103511
     752     752111742296     752111813518 752111818900 752111819201       -76604    -0.101852        -5683    -0.007556
     753     753111865826     753111897357 753111942531 753111942661       -76705    -0.101851       -45304    -0.060156
     754     754111969378     754112024873 754112046186 754112046386       -76808    -0.101852       -21513    -0.028528
     755     755112058995     755112125750 755112135904 755112136024       -76909    -0.101851       -10274    -0.013606
     756     756112161505     756112229349 756112238506 756112238636       -77001    -0.101838        -9287    -0.012283
     757     757112265298     757112328270 757112342401 757112342532       -77103    -0.101838       -14262    -0.018837
     758     758112408835     758112534137 758112486040 758112486371       -77205    -0.101838        47766     0.063006
     759     759112532706     759112606070 759112610022 759112610202       -77316    -0.101851        -4132    -0.005443
     760     760112628524     760112803013 760112705943 760112706363       -77419    -0.101852        96650     0.127152
     761     761112739089     761112755277 761112816610 761112816730       -77521    -0.101852       -61453    -0.080741
     762     762112829618     762112909335 762112907230 762112907600       -77612    -0.101838         1735     0.002277
     763     763112921879     763112973892 763112999604 763112999755       -77725    -0.101853       -25863    -0.033891
     764     764113033406     764113141713 764113111225 764113111776       -77819    -0.101842        29937     0.039179
     765     765113202932     765113242079 765113280853 765113281003       -77921    -0.101842       -38924    -0.050874
     766     766113310642     766113410665 766113388665 766113389026       -78023    -0.101843        21639     0.028245
     767     767113496909     767113539941 767113575034 767113575164       -78125    -0.101843       -35223    -0.045916
     768     768113630718     768114758305 768113708946 768113710349       -78228    -0.101844      1047956     1.364324
     769     769113846289     769113633711 769113924628 769113925720       -78339    -0.101856      -292009    -0.379669
     770     770113999885     770113867997 770114078316 770114078607       -78431    -0.101843      -210610    -0.273479
     771     771114114919     771113989685 771114193462 771114193742       -78543    -0.101857      -204057    -0.264626
     772     772114206780     772114144021 772114285425 772114285846       -78645    -0.101857      -141825    -0.183684
     773     773114316904     773114299883 773114395640 773114396080       -78736    -0.101843       -96197    -0.124428
     774     774114492131     774114506731 774114570968 774114571098       -78837    -0.101842       -64367    -0.083149
     775     775114589522     775114712133 775114668462 775114668592       -78940    -0.101843        43541     0.056174
     776     776114699226     776114798737 776114778267 776114778527       -79041    -0.101842        20210     0.026040
     777     777114822274     777114907534 777114901417 777114901558       -79143    -0.101842         5976     0.007690
     778     778115258587     778115347063 778115337840 778115338061       -79253    -0.101853         9002     0.011569
     779     779115769950     779115831110 779115849307 779115849538       -79357    -0.101855       -18428    -0.023652
     780     780116269030     780116370309 780116348485 780116348705       -79455    -0.101850        21604     0.027693
     781     781116678583     781116700001 781116758128 781116758259       -79545    -0.101835       -58258    -0.074583
     782     782117422038     782117536770 782117501684 782117501914       -79646    -0.101834        34856     0.044566
     783     783117956775     783118044867 783118036520 783118036751       -79745    -0.101830         8116     0.010364
     784     784118282010     784118369861 784118361847 784118362057       -79837    -0.101818         7804     0.009953
     785     785118394580     785118411527 785118474529 785118474689       -79949    -0.101830       -63162    -0.080449
     786     786118781521     786118814770 786118861584 786118861714       -80063    -0.101846       -46944    -0.059716
     787     787118893699     787118949080 787118973856 787118973986       -80157    -0.101836       -24906    -0.031642
     788     788119024362     788119089540 788119104621 788119104751       -80259    -0.101836       -15211    -0.019300
     789     789119126172     789119194927 789119206534 789119206664       -80362    -0.101838       -11737    -0.014874
     790     790119229093     790119309305 790119309559 790119309689       -80466    -0.101840         -384    -0.000486
     791     791119337775     791119518316 791119418333 791119418674       -80558    -0.101828        99642     0.125951
     792     792120215561     792120341450 792120296241 792120296632       -80680    -0.101853        44818     0.056580
     793     793120352816     793120455324 793120433600 793120433910       -80784    -0.101856        21414     0.027000
     794     794120478270     794120564985 794120559142 794120559392       -80872    -0.101838         5593     0.007043
     795     795120605426     795120702130 795120686399 795120686729       -80973    -0.101837        15401     0.019369
     796     796120724958     796120725480 796120806026 796120806186       -81068    -0.101829       -80706    -0.101374
     797     797120826317     797120865788 797120907508 797120907639       -81191    -0.101855       -41851    -0.052503
     798     798120924650     798120977896 798121005935 798121006075       -81285    -0.101845       -28179    -0.035307
     799     799121045144     799121109222 799121126520 799121126690       -81376    -0.101832       -17468    -0.021859
     800     800121172561     800121256873 800121254041 800121254271       -81480    -0.101835         2602     0.003252
     801     801121263470     801121359464 801121345051 801121345292       -81581    -0.101834        14172     0.017690
     802     802121756779     802121898609 802121838484 802121839095       -81705    -0.101861        59514     0.074196
     803     803122133330     803122173039 803122215139 803122215260       -81809    -0.101864       -42221    -0.052571
     804     804122560356     804122724414 804122642256 804122642557       -81900    -0.101850        81857     0.101797
     805     805123124206     805123226742 805123206196 805123206437       -81990    -0.101835        20305     0.025220
     806     806123247806     806123266589 806123329909 806123330050       -82103    -0.101849       -63461    -0.078724
     807     807123354615     807123398294 807123436819 807123436960       -82204    -0.101848       -38666    -0.047906
     808     808123458969     808123514424 808123541285 808123541416       -82316    -0.101861       -26992    -0.033401
     809     809123584452     809123724491 809123666851 809123667072       -82399    -0.101837        57419     0.070964
     810     810123695599     810123755432 810123778109 810123778260       -82510    -0.101849       -22828    -0.028178
     811     811123783622     811123893411 811123866244 811123866364       -82622    -0.101861        27047     0.033345
     812     812123866937     812123911765 812123949660 812123949790       -82723    -0.101860       -38025    -0.046822
     813     813123952747     813124015588 813124035561 813124035731       -82814    -0.101847       -20143    -0.024772
     814     814124395562     814124517988 814124478467 814124478828       -82905    -0.101833        39160     0.048101
     815     815124902997     815125032320 815124986015 815124986245       -83018    -0.101847        46075     0.056525
     816     816125018843     816125056192 816125101961 816125102332       -83118    -0.101845       -46140    -0.056535
     817     817125100434     817125157532 817125183660 817125183980       -83226    -0.101852       -26448    -0.032367
     818     818125186274     818125292124 818125269621 818125269751       -83347    -0.101876        22373     0.027347
     819     819125287161     819125380953 819125370590 819125370731       -83429    -0.101851        10222     0.012479
     820     820125389341     820125460214 820125472882 820125473093       -83541    -0.101864       -12879    -0.015704
     821     821125496510     821125562833 821125580143 821125580524       -83633    -0.101852       -17691    -0.021545
     822     822125587810     822125664091 822125671545 822125671686       -83735    -0.101852        -7595    -0.009238
     823     823125690471     823125756922 823125774298 823125774608       -83827    -0.101840       -17686    -0.021486
     824     824125794815     824125891940 824125878757 824125878957       -83942    -0.101856        12983     0.015754
     825     825125898858     825125968490 825125982903 825125983043       -84045    -0.101857       -14553    -0.017637
     826     826126005537     826126172582 826126089673 826126090134       -84136    -0.101844        82448     0.099801
     827     827126463790     827126516775 827126548039 827126548180       -84249    -0.101857       -31405    -0.037969
     828     828126560991     828126638916 828126645351 828126645491       -84360    -0.101868        -6575    -0.007940
     829     829127527032     829127700123 829127611485 829127611775       -84453    -0.101858        88348     0.106555
     830     830127647866     830127730821 830127732423 830127732663       -84557    -0.101860        -1842    -0.002219
     831     831128195968     831128312744 831128280637 831128280867       -84669    -0.101872        31877     0.038354
     832     832128742636     832128778050 832128827397 832128827538       -84761    -0.101860       -49488    -0.059472
